field_path,card_source,classification,target_table,batch,status,note
scene_frame.为什么在这里,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
scene_frame_variants,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.converged,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.converged.when,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.converged.为什么在这里,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.converged.关系,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.converged.此刻想要什么,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.invited,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.invited.when,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.invited.为什么在这里,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.invited.关系,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_frame_variants.invited.此刻想要什么,free_stage_card_aquarium.json,Unclassified,TBD,?,registered,
scene_id,free_stage_card_aquarium.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.海豚池,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.重逢缸区,free_stage_card_aquarium.json,Storylet,node_contracts,D,registered,
exits,free_stage_card_brief_test.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_brief_test.json,Storylet,node_contracts,D,registered,
exits[].interlude,free_stage_card_brief_test.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_brief_test.json,Unclassified,TBD,?,registered,
must_happen,free_stage_card_brief_test.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_brief_test.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_brief_test.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_brief_test.json,Unclassified,TBD,?,registered,
pacing,free_stage_card_brief_test.json,Unclassified,TBD,?,registered,
scene,free_stage_card_brief_test.json,Storylet,node_contracts/meta,D,registered,
scene_id,free_stage_card_brief_test.json,Storylet,node_contracts/meta,D,registered,
blurb,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_detective_placeholder.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_detective_placeholder.json,Storylet,node_contracts/meta,D,registered,
entry_hook,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
exits,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
locks,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_detective_placeholder.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_detective_placeholder.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_detective_placeholder.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_detective_placeholder.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_detective_placeholder.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_detective_placeholder.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_detective_placeholder.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
persona_cards,free_stage_card_detective_placeholder.json,Unclassified,TBD,?,registered,
present,free_stage_card_detective_placeholder.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_detective_placeholder.json,Unclassified,TBD,?,registered,
scene,free_stage_card_detective_placeholder.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_frame.为什么在这里,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_detective_placeholder.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.占位,free_stage_card_detective_placeholder.json,Storylet,node_contracts,D,registered,
ambient_stage,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
ambient_stage.主持人,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
ambient_stage.大屏幕,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
ambient_stage.海豚“小蓝”,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
ambient_stage.爆米花摊,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
ambient_stage.观众席,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
blurb,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_dolphin.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_dolphin.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
exits,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
exits[].bridge_hint,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
locks,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_dolphin.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_dolphin.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_dolphin.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_dolphin.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_dolphin.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_dolphin.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
must_happen[].desc,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
persona_cards.C.akito.WMAIN,free_stage_card_dolphin.json,Mixed,see_leaf,?,registered,
persona_cards.C.akito.WMAIN.boundaries,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.boundaries.hard,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.boundaries.staged,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.boundaries.staged.熟络旅伴,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.boundaries.staged.熟络旅伴[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.boundaries.staged.萍水相逢,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.boundaries.staged.萍水相逢[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.boundaries.style,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.constraints,free_stage_card_dolphin.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.akito.WMAIN.constraints[],free_stage_card_dolphin.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.akito.WMAIN.name,free_stage_card_dolphin.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.akito.WMAIN.voice_samples,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.akito.WMAIN.voice_samples[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN,free_stage_card_dolphin.json,Mixed,see_leaf,?,registered,
persona_cards.C.kakashi.WMAIN.boundaries,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.hard,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.hard[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.staged,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.staged.熟络旅伴,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.staged.熟络旅伴[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.staged.萍水相逢,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.staged.萍水相逢[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.style,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.constraints,free_stage_card_dolphin.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.kakashi.WMAIN.constraints[],free_stage_card_dolphin.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.kakashi.WMAIN.name,free_stage_card_dolphin.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.kakashi.WMAIN.voice_samples,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.voice_samples[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN,free_stage_card_dolphin.json,Mixed,see_leaf,?,registered,
persona_cards.C.xiuzai.WMAIN.boundaries,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.staged,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.staged.熟络旅伴,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.staged.熟络旅伴[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.staged.萍水相逢,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.staged.萍水相逢[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.style,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.constraints,free_stage_card_dolphin.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.constraints[],free_stage_card_dolphin.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.name,free_stage_card_dolphin.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.xiuzai.WMAIN.voice_samples,free_stage_card_dolphin.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.voice_samples[],free_stage_card_dolphin.json,Seed,persona_core,C,registered,
present,free_stage_card_dolphin.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_dolphin.json,Unclassified,TBD,?,registered,
scene,free_stage_card_dolphin.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
scene_frame.为什么在这里,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_dolphin.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_dolphin.json,Storylet,node_contracts/meta,D,registered,
blurb,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
branch_points,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
branch_points[],free_stage_card_highway.json,Storylet,node_contracts,D,registered,
branch_points[].desc,free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_points[].id,free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_points[].keywords,free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_points[].keywords.negative,free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_points[].keywords.negative[],free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_points[].keywords.positive,free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_points[].keywords.positive[],free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_points[].trigger,free_stage_card_highway.json,Unclassified,TBD,?,registered,
branch_rules,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
branch_rules.branched_full,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
branch_rules.branched_full[],free_stage_card_highway.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_highway.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_highway.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_highway.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
exits,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
exits[],free_stage_card_highway.json,Storylet,node_contracts,D,registered,
exits[].bridge_text_variants,free_stage_card_highway.json,Unclassified,TBD,?,registered,
exits[].bridge_text_variants.branched_full,free_stage_card_highway.json,Unclassified,TBD,?,registered,
exits[].bridge_text_variants.converged,free_stage_card_highway.json,Unclassified,TBD,?,registered,
exits[].target_card,free_stage_card_highway.json,Unclassified,TBD,?,registered,
exits[].trigger,free_stage_card_highway.json,Unclassified,TBD,?,registered,
force_exit,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
locks,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_highway.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_highway.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_highway.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_highway.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_highway.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_highway.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_highway.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_highway.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_highway.json,Storylet,node_contracts,D,registered,
must_happen[].after,free_stage_card_highway.json,Unclassified,TBD,?,registered,
must_happen[].desc,free_stage_card_highway.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_highway.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_highway.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_highway.json,Unclassified,TBD,?,registered,
persona_cards.C.kakashi.WMAIN,free_stage_card_highway.json,Mixed,see_leaf,?,registered,
persona_cards.C.kakashi.WMAIN.boundaries,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.hard,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.hard[],free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.soft,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.soft[],free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.style,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.voice_samples,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.voice_samples[],free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.constraints,free_stage_card_highway.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.kakashi.WMAIN.constraints[],free_stage_card_highway.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.kakashi.WMAIN.inner_state,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.knot,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.stance_to_player,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.unsaid,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.want_now,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.name,free_stage_card_highway.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.kakashi.WMAIN.voice_samples,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.voice_samples[],free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN,free_stage_card_highway.json,Mixed,see_leaf,?,registered,
persona_cards.C.xiuzai.WMAIN.boundaries,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard[],free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.soft,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.soft[],free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.style,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.voice_samples,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.voice_samples[],free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.constraints,free_stage_card_highway.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.constraints[],free_stage_card_highway.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.knot,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.stance_to_player,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.unsaid,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.want_now,free_stage_card_highway.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.name,free_stage_card_highway.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.xiuzai.WMAIN.voice_samples,free_stage_card_highway.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.voice_samples[],free_stage_card_highway.json,Seed,persona_core,C,registered,
present,free_stage_card_highway.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_highway.json,Unclassified,TBD,?,registered,
scene,free_stage_card_highway.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_frame.为什么在这里,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_highway.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.大货逆行,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.车中夜谈,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.避险打滑,free_stage_card_highway.json,Storylet,node_contracts,D,registered,
_frame_id,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
_projection_note,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
_projection_of,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
_view,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
blurb,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
ch_anchor,free_stage_card_hospital.json,Storylet,node_contracts/meta,D,registered,
clock,free_stage_card_hospital.json,Storylet,node_contracts/meta,D,registered,
current_event_terms,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
current_event_terms[],free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
entry_hook,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
locks,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
locks[],free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
memory_layers,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
memory_layers.context_memory,free_stage_card_hospital.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.context_memory[],free_stage_card_hospital.json,Mixed,slow_memory|run,C/D,registered,
memory_layers.knowledge_gate,free_stage_card_hospital.json,Seed,knowledge_schedule,A,registered,
memory_layers.knowledge_gate[],free_stage_card_hospital.json,Seed,knowledge_schedule,A,registered,
memory_layers.relationship_memory,free_stage_card_hospital.json,Mixed,REL|run,C/D,registered,
memory_layers.relationship_memory[],free_stage_card_hospital.json,Mixed,REL|run,C/D,registered,
must_happen,free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
must_happen[],free_stage_card_hospital.json,Storylet,node_contracts,D,registered,
must_happen[].after,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].desc,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].desc_variants,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].desc_variants.branched_full,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].desc_variants.converged,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].evidence,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].frame_beat[],free_stage_card_hospital.json,Unclassified,TBD,?,registered,
must_happen[].id,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
persona_cards,free_stage_card_hospital.json,Unclassified,TBD,?,registered,
persona_cards.C.kakashi.WMAIN,free_stage_card_hospital.json,Mixed,see_leaf,?,registered,
persona_cards.C.kakashi.WMAIN.boundaries,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.hard,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.hard[],free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.soft,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.soft[],free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.style,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.voice_samples,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.boundaries.voice_samples[],free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.kakashi.WMAIN.constraints,free_stage_card_hospital.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.kakashi.WMAIN.constraints[],free_stage_card_hospital.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.kakashi.WMAIN.inner_state,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.knot,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.stance_to_player,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.unsaid,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.inner_state.want_now,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.kakashi.WMAIN.name,free_stage_card_hospital.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.xiuzai.WMAIN,free_stage_card_hospital.json,Mixed,see_leaf,?,registered,
persona_cards.C.xiuzai.WMAIN.boundaries,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard[],free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.soft,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.soft[],free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.style,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.voice_samples,free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.voice_samples[],free_stage_card_hospital.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.constraints,free_stage_card_hospital.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.constraints[],free_stage_card_hospital.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state,free_stage_card_hospital.json,Storylet,storylet.entry_affect,D,registered,
