field_path,card_source,classification,target_table,batch,status,note
persona_cards.C.kakashi.WMAIN.voice_samples[],free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN,free_stage_card_shooting.json,Mixed,see_leaf,?,registered,
persona_cards.C.xiuzai.WMAIN.boundaries,free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard,free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.hard[],free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.soft,free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.soft[],free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.style,free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.voice_samples,free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.boundaries.voice_samples[],free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.constraints,free_stage_card_shooting.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.constraints[],free_stage_card_shooting.json,Mixed,persona_core|storylet.invariants,C/D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state,free_stage_card_shooting.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.knot,free_stage_card_shooting.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.stance_to_player,free_stage_card_shooting.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.unsaid,free_stage_card_shooting.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.inner_state.want_now,free_stage_card_shooting.json,Storylet,storylet.entry_affect,D,registered,
persona_cards.C.xiuzai.WMAIN.name,free_stage_card_shooting.json,Seed,archetypes/consciousnesses,A,registered,
persona_cards.C.xiuzai.WMAIN.voice_samples,free_stage_card_shooting.json,Seed,persona_core,C,registered,
persona_cards.C.xiuzai.WMAIN.voice_samples[],free_stage_card_shooting.json,Seed,persona_core,C,registered,
present,free_stage_card_shooting.json,Storylet,node_contracts/meta,D,registered,
present[],free_stage_card_shooting.json,Unclassified,TBD,?,registered,
scene,free_stage_card_shooting.json,Storylet,node_contracts/meta,D,registered,
scene_frame,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_frame.when,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_frame.where,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_frame.为什么在这里,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_frame.关系,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_frame.此刻想要什么,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_id,free_stage_card_shooting.json,Storylet,node_contracts/meta,D,registered,
scene_source_excerpt,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_source_excerpt._note,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.墙后撤离,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.街头枪响,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
scene_source_excerpt.露台闲聊,free_stage_card_shooting.json,Storylet,node_contracts,D,registered,
blurb,free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
canon_performance,free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
canon_performance.schema_version,free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
canon_performance.segments,free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
canon_performance.segments[],free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].canon_src,free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].completes,free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
canon_performance.segments[].completes[],free_stage_card_tiananmen_v2.json,Storylet,node_contracts,D,registered,
